#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JAACYQ010018920.1	1	3796	29686	3796	100	764.751	35.1	44.1
JAACYQ010018921.1	1	7712	9630	7712	100	127.138	34.7	53.8
MU014022.1	1	4058	3842	4046	99.7043	92.3135	34.6	10.6
MU014023.1	1	4287	1898	4186	97.644	44.0509	34.9	18.4
JAACYQ010018926.1	1	4766	3448	4757	99.8112	70.9687	34.8	3.73
JAACYQ010018927.1	1	1821	2410	1821	100	103.413	32.8	37.5
JAACYQ010018928.1	1	10021	13612	10021	100	133.846	35	57.9
MU014024.1	1	11619	10155	11589	99.7418	81.6618	33.3	58
JAACYQ010018931.1	1	1516	73759	1516	100	4856.62	35.1	22.2
JAACYQ010018932.1	1	5663	16576	5663	100	287.488	34.8	14.2
MU014025.1	1	62556	30935	52559	84.0191	48.908	34.9	40.4
JAACYQ010018937.1	1	1186	1671	1186	100	112.408	34.2	44.9
MU014026.1	1	1830	1168	1730	94.5355	49.7011	33.1	55.3
JAACYQ010018940.1	1	2293	1563	2288	99.7819	46.6651	32	44.6
JAACYQ010018941.1	1	1016	5216	1016	100	406.228	35	56.6
MU014027.1	1	11689	9800	11674	99.8717	81.3996	33.4	59.7
MU014028.1	1	5091	3988	5082	99.8232	72.1481	33.2	56.6
MU014029.1	1	3772	3937	3768	99.894	97.7558	33.6	57.7
MU014030.1	1	3076	48646	2790	90.7022	1572.59	35.1	15.7
JAACYQ010018953.1	1	4284	7620	4284	100	163.616	34.7	52.9
JAACYQ010018956.1	1	1565	1055	1565	100	63.501	32	58.9
JAACYQ010018957.1	1	1012	13	373	36.8577	0.491107	33.1	13.8
JAACYQ010018958.1	1	2458	2165	2458	100	84.0899	34.9	15.3
JAACYQ010018959.1	1	1016	92565	1016	100	9077.22	35	10.6
JAACYQ010018960.1	1	2238	6832	2238	100	296.328	34.1	43.6
MU014032.1	1	2121	1420	2021	95.2852	62.7893	32.5	57.2
MU014033.1	1	4420	121288	4323	97.8054	2622.34	32.9	19.8
MU014034.1	1	3023	1604	2879	95.2365	49.5352	34.1	21.5
JAACYQ010018971.1	1	2155	7068	2155	100	325.816	34.7	42.6
JAACYQ010018974.1	1	4263	13906	4263	100	319.611	34.7	14.3
JAACYQ010018975.1	1	6930	3906	6930	100	56.0123	35	1.4
JAACYQ010018976.1	1	11130	17737	11130	100	151.483	34.9	47.6
JAACYQ010018977.1	1	1843	9851	1843	100	513.816	34.9	28.1
JAACYQ010018978.1	1	1835	19321	1835	100	1055.59	34.9	48.6
JAACYQ010018979.1	1	23278	22705	23248	99.8711	96.8752	34.9	59.5
MU014035.1	1	6530	6217	6525	99.9234	88.2513	35	59.3
JAACYQ010018982.1	1	1121	5031	1121	100	431.667	34.8	54.2
JAACYQ010018983.1	1	3872	3054	3872	100	67.3825	32.6	58.7
JAACYQ010018985.1	1	1743	8508	1743	100	492.912	35.1	55.3
JAACYQ010018987.1	1	1251	520	1251	100	38.3245	31.9	15.7
JAACYQ010018990.1	1	3168	1043	3138	99.053	29.5701	33.3	11.1
JAACYQ010018994.1	1	1975	1173	1975	100	56.1924	32.3	58.6
MU014036.1	1	4284	1983	3978	92.8571	38.3978	32.7	50.7
MU014037.1	1	2822	2183	2687	95.2162	68.141	33.7	52.9
MU014038.1	1	6830	76567	6730	98.5359	1110.1	35.1	19.3
MU014039.1	1	11597	5767	11494	99.1118	49.1184	35	49.6
MU014040.1	1	49732	21322	39735	79.8983	42.4594	34.9	46.2
JAACYQ010019008.1	1	3154	4257	3150	99.8732	134.288	34.8	14.2
MU014041.1	1	4926	6596	4919	99.8579	132.746	34.8	37.2
JAACYQ010019012.1	1	1961	470	1961	100	20.4003	31.9	16.2
JAACYQ010019013.1	1	7735	6166	7735	100	79.4199	34.9	59.7
MU014042.1	1	5564	7816	5558	99.8922	139.025	34.8	7.45
MU014043.1	1	6577	13162	6483	98.5708	194.802	34.8	46.3
JAACYQ010019019.1	1	6864	8584	6864	100	121.271	33.8	59.1
JAACYQ010019023.1	1	15071	17595	15071	100	115.725	34.3	59.9
JAACYQ010019027.1	1	2602	2821	2602	100	99.7171	32.6	58.9
JAACYQ010019028.1	1	3330	2024	3311	99.4294	52.7793	32.2	50.2
JAACYQ010019029.1	1	4143	54097	4142	99.9759	1294.65	35	14
MU014044.1	1	7114	12214	7012	98.5662	169.104	34.8	3.92
MU014045.1	1	6116	5210	5877	96.0922	75.8376	33.7	51.6
JAACYQ010019039.1	1	2085	935	2031	97.4101	39.7823	32.1	57.3
JAACYQ010019041.1	1	4235	4956	4235	100	115.792	34.9	16.8
JAACYQ010019042.1	1	1892	1818	1892	100	94.4968	34.6	4.39
JAACYQ010019043.1	1	1916	16294	1916	100	838.947	35	16.6
JAACYQ010019044.1	1	4356	5661	4356	100	129.746	34.6	7.38
JAACYQ010019045.1	1	9948	11327	9948	100	110.15	35.2	30.6
JAACYQ010019046.1	1	3219	4939886	3219	100	152396	34.4	4.17e-05
JAACYQ010019047.1	1	3219	4941292	3219	100	152477	34.5	0.0013
JAACYQ010019048.1	1	1083	3304	1083	100	296.216	35	55.9
JAACYQ010019049.1	1	7974	8023	7973	99.9875	99.5216	35	55.3
JAACYQ010019050.1	1	3728	7017	3728	100	178.639	34.2	44.5
JAACYQ010019051.1	1	5179	4109	5164	99.7104	72.984	32.9	58.1
JAACYQ010019052.1	1	6114	10148	6114	100	128.589	34.8	53.2
JAACYQ010019053.1	1	6352	15999	6352	100	245.135	34.9	42.2
JAACYQ010019054.1	1	9687	8013	9669	99.8142	80.3252	33.2	59.4
JAACYQ010019055.1	1	4462	1501	4462	100	31.7178	32.3	58.3
MU014046.1	1	6695	3496	6596	98.5213	49.1361	33.1	57.6
JAACYQ010019058.1	1	7091	5850	7091	100	80.5573	33.3	59.6
JAACYQ010019061.1	1	1506	332	1506	100	20.16	31.2	26.4
JAACYQ010019062.1	1	1410	739	1394	98.8652	43.9723	32.2	55.2
JAACYQ010019063.1	1	4169	86349	4169	100	2053.88	34.8	9.94
JAACYQ010019065.1	1	2084	13608	2084	100	639.845	34.3	7.71
MU014047.1	1	3717	2867	3709	99.7848	66.2879	33.7	41.2
JAACYQ010019070.1	1	6436	3575	6435	99.9845	54.0721	34.8	42.5
JAACYQ010019071.1	1	1540	2288	1540	100	129.282	34.7	45.9
MU014048.1	1	9831	7449	9580	97.4469	54.2983	33.2	44.1
JAACYQ010019077.1	1	3834	3606	3831	99.9218	93.5198	35	0.445
JAACYQ010019078.1	1	5421	3244	5421	100	59.5141	35	38.4
MU014049.1	1	8981	5706	8780	97.7619	58.324	33.5	55.9
JAACYQ010019083.1	1	5457	7613	5450	99.8717	137.429	34.8	12.8
JAACYQ010019084.1	1	8553	10424	8553	100	121.784	35.1	58.6
MU014050.1	1	13318	6713	13143	98.686	49.8671	34.9	19.2
JAACYQ010019087.1	1	6168	7657	6164	99.9351	122.932	34.7	2.75
JAACYQ010019088.1	1	4517	3207	4517	100	63.9675	32.5	57.4
JAACYQ010019089.1	1	4520	2622	4520	100	54.3046	33.1	57.4
MU014051.1	1	6015	4892	6005	99.8337	73.1127	33.2	55.2
JAACYQ010019094.1	1	13176	9974	13176	100	74.6306	34.9	57.1
JAACYQ010019095.1	1	4461	3033	4461	100	64.0796	32.5	59.4
JAACYQ010019098.1	1	1547	1515	1547	100	96.5747	34.6	46.5
JAACYQ010019099.1	1	3766	92153	3766	100	2433.8	35.1	12.2
JAACYQ010019100.1	1	1948	1566	1948	100	78.5821	34.6	40.8
MU014052.1	1	4619	3659	4512	97.6835	58.8684	33.1	46.3
MU014053.1	1	2589	5666	2582	99.7296	207.457	34.3	42.8
JAACYQ010019106.1	1	3732	3284	3732	100	69.8891	32.8	43.9
MU014054.1	1	5789	213780	5698	98.4281	3569.12	33.6	21.4
JAACYQ010019109.1	1	1694	3332	1694	100	195.347	35	18.2
JAACYQ010019110.1	1	3821	4639	3821	100	120.795	34.8	1.15
JAACYQ010019111.1	1	3291	1109	3291	100	30.725	32.9	14.3
MU014055.1	1	5560	2663	5351	96.241	36.6335	32.2	50.7
JAACYQ010019116.1	1	9289	12559	9289	100	134.826	34.9	49.1
MU014056.1	1	5938	8472	5929	99.8484	109.483	34.8	14.3
JAACYQ010019120.1	1	2710	6711685	2710	100	246385	34.5	12.3
JAACYQ010019123.1	1	1308	625	1308	100	41.5696	31.7	57.6
JAACYQ010019124.1	1	12518	14052	12518	100	110.239	33.3	59.9
JAACYQ010019129.1	1	1359	797	1359	100	51.777	31.6	58.2
JAACYQ010019132.1	1	3273	2924	3273	100	86.8622	33.4	56.9
JAACYQ010019133.1	1	3096	1177	3088	99.7416	33.6599	33.3	4.43
MU014057.1	1	1224	2841	1217	99.4281	223.369	34.2	56.3
JAACYQ010019136.1	1	2937	98	990	33.7079	0.960163	32.6	25.2
JAACYQ010019137.1	1	1391	10196	1391	100	723.945	34.9	15.6
JAACYQ010019138.1	1	4022	4708	4022	100	115.673	34.9	56.4
MU014058.1	1	16941	7988	16847	99.4451	45.5558	34.3	55.2
JAACYQ010019141.1	1	1131	644	1131	100	54.0256	31.8	57.9
JAACYQ010019142.1	1	3649	2342	3644	99.863	63.6309	34.8	2.13
MU014059.1	1	5581	6480	5581	100	85.6076	32.9	44.7
MU014060.1	1	15770	178911	15577	98.7762	1130.64	35	15.2
MU014061.1	1	7291	6173	7254	99.4925	78.1447	34.1	56.2
JAACYQ010019151.1	1	2354	1596	2354	100	62.8509	33.6	57.6
MU014062.1	1	8795	7332	8778	99.8067	78.7992	33.4	56.1
JAACYQ010019155.1	1	4441	41294	4441	100	926.16	34.7	22.1
JAACYQ010019157.1	1	5377	1964	5353	99.5537	36.0887	34.6	0.115
MU014063.1	1	4951	2753	4946	99.899	50.997	32.2	56.6
JAACYQ010019160.1	1	1347	772	1345	99.8515	51.6637	32.4	57.6
JAACYQ010019163.1	1	4579	1758	4573	99.869	36.4881	33.1	23.5
JAACYQ010019164.1	1	3098	3224	3081	99.4513	87.5504	32.7	50.9
MU014064.1	1	18358	19828	18258	99.4553	106.326	33.8	59.6
JAACYQ010019167.1	1	1993	8467	1993	100	419.36	35	44.7
JAACYQ010019168.1	1	1360	637	1360	100	37.6537	31.6	46.4
JAACYQ010019170.1	1	4493	4297	4489	99.911	95.6684	35	24.8
JAACYQ010019173.1	1	3675	6371	3671	99.8912	172.67	34.9	10.7
MU014065.1	1	5169	2365	4854	93.906	39.9019	33.2	55.4
MU014066.1	1	5392	3821	5374	99.6662	65.6224	33.2	57.8
JAACYQ010019184.1	1	5938	4300	5936	99.9663	67.2396	32.9	56.4
JAACYQ010019185.1	1	1210	958	1207	99.7521	77.4	34.4	43.2
MU014067.1	1	5066	2322	4962	97.9471	39.8316	32.6	58.2
MU014068.1	1	4390	6106	4386	99.9089	112.197	33.7	41.9
MU014069.1	1	1665	1712	1656	99.4595	58.7405	32.7	52.8
JAACYQ010019192.1	1	1021	19474	1021	100	1855.75	34.4	59.6
JAACYQ010019193.1	1	3388	26314	3388	100	769.093	35.1	15.3
MU014070.1	1	6066	4454	5971	98.4339	70.0542	33.8	57.5
JAACYQ010019197.1	1	4157	2418	4020	96.7044	53.8124	32.9	58.8
MU014071.1	1	10904	7273	10808	99.1196	63.3679	33.2	58.8
MU014072.1	1	2365	9582	2270	95.9831	379.47	34.2	39
JAACYQ010019205.1	1	1035	3267	1035	100	315.374	34.8	30.7
JAACYQ010019206.1	1	9939	27336	9939	100	268.007	34.9	30.7
MU014073.1	1	4229	2225	4207	99.4798	49.127	33.1	57.7
MU014074.1	1	11696	18995	11596	99.145	159.851	34.9	24.7
JAACYQ010019211.1	1	7641	8450	7641	100	110.219	34.9	36.3
JAACYQ010019212.1	1	3761	2507	3761	100	64.0838	32.5	59.6
MU014075.1	1	3729	4556	3615	96.9429	96.8576	32.2	47.9
JAACYQ010019215.1	1	1323	5561	1323	100	418.027	35.2	14.2
MU014076.1	1	6011	12025	6009	99.9667	198.939	34.9	11.6
JAACYQ010019219.1	1	11068	28785	11067	99.991	259.114	35	0.652
MU014077.1	1	5043	3597	4944	98.0369	62.2118	32	53.8
JAACYQ010019222.1	1	1539	624	1539	100	35.1033	31.9	36.3
MU014078.1	1	7462	6375	7363	98.6733	83.8121	33.7	58
JAACYQ010019225.1	1	1149	3994	1149	100	315.078	33.7	36.1
JAACYQ010019226.1	1	1419	6154	1419	100	426.698	35	57.6
JAACYQ010019227.1	1	3892	2669	3890	99.9486	61.4784	32.1	57.5
JAACYQ010019229.1	1	1096	4153	1095	99.9088	386.534	35.2	24.6
JAACYQ010019230.1	1	1067	255	1063	99.6251	20.6382	35.5	2.71
MU014079.1	1	102294	117647	101991	99.7038	112.875	34.9	55.4
JAACYQ010019235.1	1	2033	10194	2033	100	495.101	34.5	24.2
MU014080.1	1	88876	44382	83872	94.3697	49.2353	34.9	46.8
MU014081.1	1	5494	4276	5494	100	63.1172	33.3	45.4
JAACYQ010019241.1	1	5885	12929	5885	100	213.158	34.4	54.4
JAACYQ010019242.1	1	4648	2695	4608	99.1394	57.2455	34.8	4.77
JAACYQ010019244.1	1	4292	21066	4292	100	484.883	34.9	15.8
JAACYQ010019245.1	1	1007	746	1007	100	72.9305	34.8	40.2
JAACYQ010019246.1	1	5449	4126	5449	100	72.6051	32.5	59.4
MU014082.1	1	6220	4343	6120	98.3923	62.8071	32.5	54.5
MU014083.1	1	19998	23567	19901	99.515	115.559	33.8	59.7
JAACYQ010019251.1	1	3471	7891	3471	100	223.532	35	58.3
JAACYQ010019253.1	1	6560	6023	6560	100	87.072	33	58.1
MU014084.1	1	6265	9687	6166	98.4198	153.552	34.8	0.486
MU014085.1	1	2366	966	2349	99.2815	32.4248	32.3	52.8
JAACYQ010019258.1	1	2874	2493	2874	100	85.4513	34.8	54.3
JAACYQ010019260.1	1	2256	1482	2256	100	63.8865	33	52.8
JAACYQ010019261.1	1	6149	4962	6141	99.8699	75.612	33.9	38.1
JAACYQ010019266.1	1	3143	3732	3143	100	93.2778	33.7	48.3
MU014086.1	1	8181	7991	8173	99.9022	84.7234	33.8	51.9
MU014087.1	1	5384	3617	5279	98.0498	57.951	33.7	51.4
JAACYQ010019280.1	1	13990	13688	13953	99.7355	92.1463	33.3	58.8
MU014088.1	1	3048	3583	2948	96.7192	102.171	34	47.8
JAACYQ010019284.1	1	6697	4034	6697	100	58.877	34.8	32.8
MU014089.1	1	9211	6860	9031	98.0458	68.0241	33.6	53.9
JAACYQ010019294.1	1	4158	8717	4158	100	199.629	34.8	40.7
MU014090.1	1	5340	3227	5141	96.2734	54.518	31.9	58.2
JAACYQ010019300.1	1	21219	9730	21211	99.9623	45.1659	34.9	39.6
JAACYQ010019301.1	1	4086	20341	4086	100	482.279	34.6	20.3
JAACYQ010019303.1	1	2266	8139	2266	100	358.608	35.1	18.4
JAACYQ010019305.1	1	7680	15296	7680	100	180.422	34.5	34.9
JAACYQ010019310.1	1	3432	793	3389	98.7471	20.4382	32.4	6.25
JAACYQ010019311.1	1	11128	16972	11128	100	151.22	34.7	59.9
JAACYQ010019312.1	1	3607	2713	3583	99.3346	71.6152	32.3	59.6
MU014091.1	1	4578	5164	4574	99.9126	108.959	34.1	54.9
MU014092.1	1	74747	67820	54516	72.934	89.8613	34.7	53.1
JAACYQ010019319.1	1	4522	3279	4522	100	69.6933	32.7	59.5
MU014093.1	1	2430	1363	2330	95.8848	48.858	31.9	56.5
JAACYQ010019323.1	1	1814	3859	1814	100	206.51	35	54.4
JAACYQ010019324.1	1	1838	20991	1838	100	1129.7	34.9	19.6
JAACYQ010019325.1	1	2038	1879	2038	100	88.7949	34.9	5.71
JAACYQ010019326.1	1	1747	822	1649	94.3904	42.6898	33.1	57.2
JAACYQ010019329.1	1	42897	34228	42897	100	79.1795	35	50.5
JAACYQ010019332.1	1	6182	4115	6160	99.6441	60.0045	32.7	56.5
JAACYQ010019333.1	1	2792	7014	2792	100	246.827	35	59.5
JAACYQ010019337.1	1	1768	11547	1768	100	642.8	35.2	20.7
MU014094.1	1	13385	14480	13288	99.2753	107.267	34.8	58.9
JAACYQ010019340.1	1	3910	5137	3910	100	120.994	33.8	49.4
JAACYQ010019341.1	1	15426	14629	15426	100	92.5213	33.7	59
JAACYQ010019342.1	1	6134	3520	5942	96.8699	54.7499	32.7	58.7
MU014095.1	1	1734	4132	1726	99.5386	230.372	35	33
JAACYQ010019345.1	1	2606	1896	2601	99.8081	71.6796	33.4	59
MU014096.1	1	5557	4556	5455	98.1645	75.0815	33.2	54.9
MU014097.1	1	5566	6240	5549	99.6946	111.349	34.8	6.92
MU014098.1	1	5746	7113	5741	99.913	110.001	34.2	48
JAACYQ010019354.1	1	4165	6373	4165	100	149.507	35	52.2
JAACYQ010019355.1	1	1865	1820	1865	100	96.5035	34.9	52.1
JAACYQ010019356.1	1	4067	3535	4067	100	85.8948	34.8	18.2
JAACYQ010019358.1	1	7171	15028	7171	100	206.867	34.9	36.7
JAACYQ010019359.1	1	1380	13239	1380	100	951.652	35.1	0.617
MU014099.1	1	4921	2847	4815	97.846	53.1835	32.3	55.6
MU014100.1	1	1562	10315	1466	93.854	656.722	35.2	29.7
JAACYQ010019364.1	1	6785	7108	6785	100	94.6097	33.4	56.1
JAACYQ010019365.1	1	4440	68595	4440	100	1529.12	35	10
JAACYQ010019367.1	1	2446	6299	2446	100	246.941	34.2	26.5
JAACYQ010019368.1	1	23024	20122	23011	99.9435	86.7905	34.9	29.7
JAACYQ010019369.1	1	3870	15102	3870	100	374.084	34.2	32.6
JAACYQ010019370.1	1	6214	4400	6214	100	65.7329	32.9	58.4
JAACYQ010019380.1	1	17303	34674	17303	100	192.31	34.6	38.3
JAACYQ010019381.1	1	9366	24969	9360	99.9359	261.253	35	25.8
JAACYQ010019383.1	1	3321	851	3270	98.4643	23.04	32.7	6.59
JAACYQ010019384.1	1	3903	7113	3903	100	178.079	34.9	50.2
MU014101.1	1	1147	29447	1138	99.2153	2551.77	35	4.37
JAACYQ010019387.1	1	3157	2010	3111	98.5429	39.8787	32.9	24.8
MU014102.1	1	164089	219410	114096	69.533	131.483	34.9	46.9
JAACYQ010019392.1	1	4593	1287	4592	99.9782	27.1295	33.1	12.6
JAACYQ010019396.1	1	1621	1620	1621	100	99.7224	35	17.2
JAACYQ010019397.1	1	5050	6912	5049	99.9802	135.006	34.9	27.4
JAACYQ010019398.1	1	2706	26893	2706	100	975.525	34.4	35.5
JAACYQ010019400.1	1	3532	36659	3532	100	1023.46	35	11.7
MU014103.1	1	4799	18775	4697	97.8746	310.449	34.6	28.9
MU014104.1	1	14169	11115	14063	99.2519	73.4496	33	55.4
JAACYQ010019411.1	1	6780	6739	6780	100	95.5376	33	59
JAACYQ010019412.1	1	7630	8082	7627	99.9607	104.371	34.8	3.3
JAACYQ010019415.1	1	18123	35189	18123	100	192.465	34.9	57.4
JAACYQ010019417.1	1	8146	6818	8145	99.9877	78.2819	33.2	56.5
MU014105.1	1	12055	905605	11869	98.4571	7476.65	34.9	10.6
JAACYQ010019424.1	1	4358	129168	4358	100	2951.19	35	18
JAACYQ010019425.1	1	1302	8719	1302	100	666.187	35	1.34
JAACYQ010019427.1	1	6852	7574	6852	100	108.052	33.8	59.8
JAACYQ010019429.1	1	1227	937	1227	100	61.5289	33.4	57.7
JAACYQ010019431.1	1	1614	4679	1614	100	274.676	34.4	50.3
JAACYQ010019432.1	1	1567	9338	1567	100	533.614	31.9	31.5
MU014106.1	1	5894	3523	5562	94.3672	56.3079	33.2	57.3
MU014107.1	1	2940	107	1336	45.4422	0.82381	35.4	49.9
JAACYQ010019441.1	1	19504	41996	19504	100	202.798	34.9	51
JAACYQ010019442.1	1	2549	265354	2549	100	10370.2	35.2	16.5
JAACYQ010019443.1	1	1492	3490	1492	100	227.054	35	23.1
JAACYQ010019445.1	1	3446	3368	3426	99.4196	93.9179	33.6	47.2
JAACYQ010019446.1	1	2017	1283	2017	100	62.172	33	57.4
MU014108.1	1	3980	5305	3877	97.4121	77.5796	32.5	28.9
JAACYQ010019450.1	1	3277	48348	3277	100	1467.44	35	21.8
JAACYQ010019452.1	1	1626	9746	1626	100	569.6	34.9	53.1
JAACYQ010019453.1	1	5097	69758	5097	100	1359.42	35.2	9.43
MU014109.1	1	79605	161171	79410	99.755	194.193	34.9	45.5
JAACYQ010019457.1	1	14932	7395	14904	99.8125	46.8153	35	35.4
JAACYQ010019458.1	1	1180	9941	1180	100	847.115	34.8	50
JAACYQ010019459.1	1	4441	4052	4441	100	88.8365	32.9	59.3
JAACYQ010019460.1	1	1063	9316	1063	100	867.393	34.6	26.3
JAACYQ010019462.1	1	2309	2961	2309	100	118.525	35	23.7
JAACYQ010019463.1	1	1601	797	1595	99.6252	46.0075	34.6	35.8
JAACYQ010019464.1	1	7011	5061	7011	100	66.5046	33.1	56.4
JAACYQ010019465.1	1	4144	3468	4144	100	81.0748	33.5	59.4
JAACYQ010019466.1	1	1103	2516	1103	100	210.859	33.8	52.3
JAACYQ010019467.1	1	7115	5574	7115	100	76.5886	35	45.2
JAACYQ010019468.1	1	8556	9142	8556	100	99.7068	33.7	15.9
JAACYQ010019469.1	1	1566	9616	1566	100	611.67	34.4	15.8
JAACYQ010019470.1	1	17059	19024	17034	99.8534	107.134	34.8	22.2
JAACYQ010019472.1	1	2247	14566	2247	100	621.472	34.7	49.6
JAACYQ010019473.1	1	3067	14367	3067	100	461.13	35	27.6
JAACYQ010019474.1	1	1124	21285	1124	100	1887.17	35.1	6.43
MU014110.1	1	11226	6790	11117	99.029	55.078	33.9	53.3
MU014111.1	1	4761	3971	4747	99.7059	64.23	32.8	51
MU014112.1	1	2762	19258	2760	99.9276	607.937	33.2	57.9
MU014113.1	1	14596	8070	14399	98.6503	51.5106	32.8	57.1
JAACYQ010019496.1	1	2424	15318	2424	100	628.123	34.8	44.7
JAACYQ010019497.1	1	5323	5165	5323	100	95.3051	34.9	28.5
MU014114.1	1	6589	8178	6439	97.7235	111.732	34.6	55.6
JAACYQ010019502.1	1	19131	62527	19131	100	323.61	34.9	10
MU014115.1	1	4271	1750	4066	95.2002	39.169	33	24.2
JAACYQ010019507.1	1	3417	73	817	23.9099	0.470588	34	26.3
JAACYQ010019508.1	1	4714	185980	4714	100	3891.94	34.2	29.5
JAACYQ010019509.1	1	8848	13943	8848	100	151.381	34.6	58
JAACYQ010019510.1	1	1318	12539	1318	100	955.813	33.9	59.7
JAACYQ010019511.1	1	2720	4690	2720	100	169.315	34.7	53.7
MU014116.1	1	85657	176424	80458	93.9304	199.96	34.3	36.6
JAACYQ010019517.1	1	4680	3845	4680	100	80.6077	34.4	46.2
MU014117.1	1	12129	10571	12029	99.1755	85.1378	33.3	59.7
MU014118.1	1	16252	19420	16156	99.4093	117.15	33.7	59.8
MU014119.1	1	2088	930	1988	95.2107	33.1054	31.5	51.4
JAACYQ010019528.1	1	2556	112959	2556	100	4412.79	35	16.4
JAACYQ010019529.1	1	2059	2559	2059	100	123.42	35	1.84
JAACYQ010019530.1	1	4386	1516	4354	99.2704	29.161	32.1	12.9
MU014120.1	1	6842	3968	6749	98.6407	54.3832	33.1	57.9
MU014121.1	1	2934	1794	2897	98.7389	53.7287	33.4	52.9
JAACYQ010019537.1	1	2790	1932	2790	100	60.4452	32.4	53.5
JAACYQ010019538.1	1	7780	6654	7780	100	81.4626	33.2	58.7
JAACYQ010019539.1	1	2034	48018	2034	100	2345.46	35	14.2
JAACYQ010019540.1	1	2147	87858	2147	100	4047.89	33.9	24.2
JAACYQ010019541.1	1	1501	16460	1501	100	1084.38	34.5	15.1
JAACYQ010019542.1	1	2708	10264	2708	100	376.71	34.8	3.57
JAACYQ010019543.1	1	1192	1204	1192	100	100.16	35	26.5
JAACYQ010019544.1	1	1727	19994	1727	100	1145.21	35	3.95
JAACYQ010019548.1	1	6508	24289	6508	100	366.669	34.9	32.3
JAACYQ010019549.1	1	5948	46159	5948	100	751.332	33.9	30.7
JAACYQ010019550.1	1	7554	98598	7554	100	1293.97	34.9	10
JAACYQ010019551.1	1	5855	2382	5853	99.9658	38.8866	33.1	7.75
JAACYQ010019552.1	1	1533	21150	1533	100	1358.6	34.9	8.44
JAACYQ010019553.1	1	8598	7262	8597	99.9884	83.9007	34.8	15
MU014122.1	1	199799	80071	154620	77.3878	39.0629	34.9	46.7
JAACYQ010019560.1	1	1086	2078	1086	100	191.642	33.9	59.7
MU014123.1	1	4545	2774	4528	99.626	58.0737	34.8	34.3
JAACYQ010019564.1	1	4012	9098	4012	100	220.677	34.9	52.7
JAACYQ010019566.1	1	1254	8905	1254	100	698.675	34.2	31.7
JAACYQ010019567.1	1	1742	18495	1742	100	1044.01	34.9	12.7
MU014124.1	1	5021	7373	4928	98.1478	104.702	34.4	35.9
JAACYQ010019571.1	1	3178	1635	3144	98.9301	39.1397	31.2	49.5
MU014125.1	1	5543	2474	5416	97.7088	41.1294	32.3	58.1
JAACYQ010019574.1	1	3903	3886	3651	93.5434	95.1212	33.3	58.9
JAACYQ010019575.1	1	4311	39815	4311	100	900.073	34.2	11
JAACYQ010019576.1	1	9563	6816	9483	99.1634	64.2146	32.7	57
JAACYQ010019580.1	1	1745	1429	1745	100	72.1834	35.1	21.7
JAACYQ010019581.1	1	1112	3786	1112	100	346.201	35.1	58.4
JAACYQ010019605.1	1	2947	12504	2947	100	421.624	35	17.6
JAACYQ010019606.1	1	1227	859	1227	100	69.5566	35	3.32
JAACYQ010019607.1	1	2236	2282	2232	99.8211	101.489	34.9	2.97
JAACYQ010019608.1	1	2403	9879	2403	100	407.913	35.1	39.1
MU014126.1	1	3509	2482	3410	97.1787	67.7603	32.7	59.5
JAACYQ010019611.1	1	4158	2637	4158	100	62.6876	34.9	15.7
JAACYQ010019612.1	1	8148	5612	8148	100	67.8412	34.9	38.5
MU014127.1	1	10970	9512	10824	98.6691	82.65	34	58.5
JAACYQ010019617.1	1	3021	8345	3021	100	275.462	35	54.6
MU014128.1	1	5223	6469	5212	99.7894	121.187	34.8	8.87
JAACYQ010019621.1	1	1374	19319	1374	100	1403.45	35.1	15.4
JAACYQ010019622.1	1	3217	8231	3217	100	233.011	34.3	33.3
JAACYQ010019623.1	1	2924	2938	2924	100	100.096	35.1	14.7
MU014129.1	1	210552	82886	170006	80.743	38.8538	34.9	39.1
MU014130.1	1	7013	5268	6913	98.5741	63.3543	33	56
JAACYQ010019633.1	1	1771	7075	1771	100	408.501	34.9	43
MU014131.1	1	11485	64741	11382	99.1032	557.422	34.8	36.1
JAACYQ010019637.1	1	1943	2622	1943	100	134.088	34.9	25.1
MU014132.1	1	59352	31532	59249	99.8265	51.9166	34.9	42.4
JAACYQ010019641.1	1	1622	10924	1622	100	669.298	34.9	31.5
MU014133.1	1	5426	4108	5216	96.1297	57.7538	31.5	45.5
JAACYQ010019648.1	1	7627	7116	7627	100	91.7414	33.7	59.8
JAACYQ010019651.1	1	5317	5555	5316	99.9812	102.724	34.6	13.9
JAACYQ010019652.1	1	4948	4180	4948	100	76.9299	34.2	57.8
JAACYQ010019653.1	1	2701	8702	2701	100	321.97	34.8	56.5
JAACYQ010019654.1	1	1309	7657	1309	100	569.322	35	45.8
JAACYQ010019655.1	1	3463	2250	3463	100	62.1837	32.1	59.1
MU014134.1	1	10906	8345	10903	99.9725	71.9574	32.9	58.5
JAACYQ010019664.1	1	1032	740	1032	100	69.4942	34.9	46.8
JAACYQ010019665.1	1	1273	8168	1273	100	613.661	34.4	13
JAACYQ010019669.1	1	3354	29088	3354	100	844.154	33.9	25.7
MU014135.1	1	2244	1343	2231	99.4207	56.6203	34.5	8.8
MU014136.1	1	2456	6264	2444	99.5114	225.618	33.5	57.2
JAACYQ010019687.1	1	1773	4436	1773	100	245.805	35	50.8
