#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
MU013907.1	1	3786	1653	3781	99.8679	41.1659	33.3	55.7
JAACYQ010018278.1	1	2164	929	2159	99.7689	37.8572	32.4	57.5
JAACYQ010018279.1	1	1760	6748	1760	100	380.302	35	11.2
MU013908.1	1	4436	3278	4419	99.6168	48.6456	32.2	40.2
JAACYQ010018282.1	1	2828	1281	2782	98.3734	44.7245	34.9	1.65
MU013909.1	1	22210	3305	8583	38.6448	14.3286	35	1.61
MU013910.1	1	2203	1526	2104	95.5061	62.1012	32.8	58.9
MU013911.1	1	20486	29925	20394	99.5509	145.109	34.8	54.9
MU013912.1	1	1704	25028	1611	94.5423	1387.06	34.8	42.4
JAACYQ010018293.1	1	5198	7169	5198	100	137.365	34.9	35.1
MU013913.1	1	4668	3696	4568	97.8578	73.5356	32.8	50.6
MU013914.1	1	6287	23654	6180	98.2981	373.88	35.1	20.8
MU013915.1	1	10315	73853	10228	99.1566	711.523	35	1.99
MU013916.1	1	8167	946	981	12.0118	7.57585	30.5	3.11
MU013917.1	1	3387	2947	3288	97.0771	65.7325	32.7	43.9
JAACYQ010018308.1	1	5575	8058	5575	100	141.974	34.9	43.1
JAACYQ010018309.1	1	25532	1466	11703	45.8366	5.49068	35	3.46
JAACYQ010018310.1	1	8696	22592	8695	99.9885	259.004	34.9	4.92
JAACYQ010018311.1	1	4266	13482	4266	100	308.413	35.2	37.7
MU013918.1	1	3430	1197	3330	97.0845	29.6659	32	58.2
MU013919.1	1	4293	3385	4287	99.8602	74.3003	32.8	57
JAACYQ010018316.1	1	1644	2118	1644	100	127.446	34.5	41.6
MU013920.1	1	3052	822	2861	93.7418	23.5783	32.1	56.5
MU013921.1	1	2486	1290	2388	96.0579	43.6287	32.3	53.2
MU013922.1	1	9451	5584	9302	98.4234	50.5368	32.9	46.7
JAACYQ010018324.1	1	1553	658	1330	85.6407	39.3876	32.7	55.7
MU013923.1	1	1559	7033	1464	93.9064	445.315	35.1	16.8
MU013924.1	1	1901	566	1664	87.5329	28.2294	33	20.3
MU013925.1	1	1828	989	1821	99.6171	49.3605	32.4	57.5
JAACYQ010018334.1	1	1620	5986	1620	100	370.012	35.1	23.3
MU013926.1	1	2903	6008	2813	96.8998	152.009	32.3	51.6
JAACYQ010018337.1	1	1598	879	1576	98.6233	49.1783	33.1	59
JAACYQ010018338.1	1	2063	1412	2063	100	61.1697	32.1	54.3
MU013927.1	1	2963	1045	2865	96.6925	33.5056	33.3	38.6
MU013928.1	1	2350	2279	2122	90.2979	62.5315	32.5	30.5
JAACYQ010018344.1	1	1571	292	1444	91.916	13.5824	31.4	32.9
JAACYQ010018345.1	1	1142	700	1136	99.4746	58.6506	32.9	58
MU013929.1	1	2548	1057	2367	92.8964	31.6715	32	47.1
JAACYQ010018348.1	1	1506	14203	1506	100	915.51	34.3	27.2
JAACYQ010018350.1	1	1771	26913	1771	100	1506.88	35	13.5
JAACYQ010018351.1	1	9771	355	3064	31.3581	3.24184	34.4	4.23
JAACYQ010018352.1	1	3905	6343	3905	100	141.328	34.4	8.34
JAACYQ010018358.1	1	1344	1377	1344	100	90.1853	33.2	57.5
JAACYQ010018359.1	1	1605	21283	1605	100	1313.62	34	55.5
MU013930.1	1	3366	1841	3182	94.5336	48.2617	34.8	7.99
MU013931.1	1	1663	4348	1660	99.8196	264.377	34.7	58.3
JAACYQ010018371.1	1	5235	3827	5228	99.8663	69.0984	33.5	58.6
MU013932.1	1	2221	27502	2114	95.1824	1227.22	35.3	14.6
JAACYQ010018375.1	1	3887	4502	3887	100	93.9159	33.7	49.1
MU013933.1	1	3432	2801	3432	100	64.053	33.9	46.6
JAACYQ010018378.1	1	2913	626	1990	68.3145	20.9004	34.7	3.59
MU013934.1	1	5146	3637	5138	99.8445	64.1471	33.3	54.6
JAACYQ010018384.1	1	3011	4805	3011	100	158.82	34.9	19.3
JAACYQ010018386.1	1	6274	7337	6274	100	116.044	35	27
JAACYQ010018387.1	1	1477	1513	1477	100	96.2823	35.1	13.4
JAACYQ010018388.1	1	4240	1705	4231	99.7877	38.1144	33.7	16.8
JAACYQ010018389.1	1	5660	7803	5657	99.947	136.901	35	22.7
JAACYQ010018394.1	1	2073	1583	2073	100	71.6324	33.3	58.8
JAACYQ010018395.1	1	2319	2175	2319	100	72.9961	33.6	55.8
JAACYQ010018396.1	1	6008	5792	6008	100	91.0479	33.4	57.4
JAACYQ010018397.1	1	3911	2828	3911	100	69.335	33.5	57.6
JAACYQ010018398.1	1	8253	11341	8253	100	135.12	34.9	56.9
JAACYQ010018399.1	1	1333	1078	1333	100	58.7824	33.8	50.4
MU013935.1	1	3593	1661	3495	97.2725	40.8798	32.7	57.4
JAACYQ010018402.1	1	3360	2569	3360	100	73.5848	33.1	59.5
JAACYQ010018405.1	1	4653	2015	4636	99.6346	40.4874	32.6	51
MU013936.1	1	3776	3241	3539	93.7235	79.1671	34.1	56.8
JAACYQ010018409.1	1	3434	5942	3434	100	144.468	34.3	47.7
JAACYQ010018410.1	1	1933	757	1805	93.3782	37.5675	34.8	3.05
JAACYQ010018411.1	1	4392	3714	4392	100	75.6906	33.6	51.8
MU013937.1	1	2833	1013	2430	85.7748	31.5242	33	58
JAACYQ010018414.1	1	17055	21223	17055	100	123.595	35	59.1
JAACYQ010018415.1	1	2082	1015	2046	98.2709	44.5759	32.7	31.9
JAACYQ010018416.1	1	3047	1559	3044	99.9015	47.9642	33.1	57.7
JAACYQ010018417.1	1	4332	36065	4332	100	823.21	35.1	11.3
MU013938.1	1	3852	981	3464	89.9273	22.7292	32.4	58.3
MU013939.1	1	6157	2888	5786	93.9743	33.3935	31.4	40.4
JAACYQ010018426.1	1	2960	2	27	0.912162	0.0152027	32	0
JAACYQ010018427.1	1	7257	803	6095	83.9879	10.9628	34.9	2.65
MU013940.1	1	9042	9080	8947	98.9493	98.1082	34.6	59
JAACYQ010018431.1	1	2425	21876	2425	100	897.483	34.9	12.6
JAACYQ010018432.1	1	4882	4827	4882	100	98.6014	35	59.5
MU013941.1	1	7765	132	1478	19.0341	1.31269	34.5	13.9
MU013942.1	1	48821	52945	48627	99.6026	104.533	34.9	47.4
JAACYQ010018438.1	1	1457	6982	1452	99.6568	477.26	34.8	3.76
JAACYQ010018443.1	1	6079	6052	5656	93.0416	98.8612	34.8	0.603
JAACYQ010018445.1	1	1718	190	1079	62.8056	9.48428	35.4	9.15
MU013943.1	1	5875	56919	5867	99.8638	936.557	33.7	10.1
JAACYQ010018450.1	1	2124	2734	2124	100	80.3479	32.2	47.2
JAACYQ010018451.1	1	13722	15406	13722	100	110.44	34.9	50.8
JAACYQ010018452.1	1	1328	8962	1328	100	579.103	33.1	13.8
JAACYQ010018453.1	1	18756	135	1433	7.64022	0.127692	33.9	44.8
MU013944.1	1	3859	4701	3842	99.5595	92.3273	33.4	48.7
JAACYQ010018457.1	1	1197	2006	1197	100	154.721	35.1	53.7
JAACYQ010018458.1	1	2569	1639	2441	95.0175	61.2133	33.2	57.5
MU013945.1	1	3012	2868	3010	99.9336	59.6796	32.8	29.9
MU013946.1	1	6082	24862	5987	98.438	395.671	34.2	31.3
JAACYQ010018464.1	1	6008	7179	6008	100	118.809	35	59.7
JAACYQ010018465.1	1	8440	505	4461	52.8555	5.69419	35	5.12
JAACYQ010018466.1	1	8027	16742	8027	100	207.841	35.1	0.126
JAACYQ010018467.1	1	8454	6629	8454	100	77.0077	34.7	15.6
JAACYQ010018468.1	1	7132	7775	7132	100	102.175	34.1	56.3
JAACYQ010018469.1	1	3479	1562	3452	99.2239	40.5122	32.6	58.2
JAACYQ010018470.1	1	2752	938	2752	100	27.883	32.4	48.4
MU013947.1	1	8139	6011	8125	99.828	62.7244	33.2	50.3
MU013948.1	1	4059	3533	4059	100	78.8507	33.6	53.8
JAACYQ010018479.1	1	10026	8403	10023	99.9701	80.6814	33.3	59.2
JAACYQ010018480.1	1	3574	4110	3574	100	114.918	34.5	59.9
JAACYQ010018481.1	1	3224	2409	3222	99.938	61.7174	32.8	49.3
JAACYQ010018483.1	1	15930	595	3068	19.2593	3.12009	34.9	8.67
MU013949.1	1	2993	4385	2869	95.857	98.5733	32.6	26.3
JAACYQ010018489.1	1	5202	2746	5202	100	47.8339	32.5	58.5
JAACYQ010018490.1	1	3132	3054	3132	100	76.6858	33	42.5
JAACYQ010018491.1	1	5660	2685	5660	100	44.1714	33.7	38.8
JAACYQ010018494.1	1	2484	1513	2484	100	54.1795	32.2	56.5
JAACYQ010018495.1	1	1892	89402	1892	100	4650.62	34.5	11.4
JAACYQ010018496.1	1	1093	30984	1093	100	2773.13	34.6	23.5
MU013950.1	1	4932	1962	4782	96.9586	37.324	32.7	50.2
JAACYQ010018499.1	1	5302	61	1264	23.8401	0.504149	27.7	47.9
MU013951.1	1	2415	608	2304	95.4037	22.6919	32.3	57.3
JAACYQ010018502.1	1	4669	4262	4548	97.4084	70.3637	33.6	36.5
JAACYQ010018503.1	1	2194	1354	2194	100	59.881	32.8	58.3
JAACYQ010018504.1	1	1951	667	1951	100	28.3075	31.5	51.8
JAACYQ010018505.1	1	1347	751	1347	100	52.2888	32.2	59.6
JAACYQ010018506.1	1	1583	938	1583	100	54.3955	32	59.5
MU013952.1	1	2802	708	2686	95.8601	20.2159	32.1	52.7
JAACYQ010018509.1	1	1158	412	1158	100	29.6684	32.2	58.4
MU013953.1	1	3245	1434	3221	99.2604	38.0339	32.8	51.9
JAACYQ010018512.1	1	2890	43626	2890	100	1495.35	34.9	8.86
JAACYQ010018513.1	1	6027	7804	6027	100	128.335	34.8	53.2
JAACYQ010018515.1	1	2630	873	2623	99.7338	30.7624	33.9	26.6
JAACYQ010018516.1	1	1911	1561	1911	100	66.1654	32.6	46.3
JAACYQ010018517.1	1	1059	219	1055	99.6223	15.8924	32.4	40.9
MU013954.1	1	11936	784	4993	41.8314	6.10263	34.8	2.92
MU013955.1	1	5766	5276	5611	97.3118	75.8959	34.9	29.9
MU013956.1	1	9081	5752	8787	96.7625	59.4952	33.7	57.1
JAACYQ010018525.1	1	2721	7907	2721	100	278.885	34.2	21.6
JAACYQ010018526.1	1	4334	46	576	13.2903	0.205353	30.4	28.2
JAACYQ010018528.1	1	19883	24103	19883	100	120.339	35	57.8
MU013957.1	1	32990	53082	32884	99.6787	143.623	34	45.4
JAACYQ010018532.1	1	3504	1646	3173	90.5537	46.7035	35.1	0.502
MU013958.1	1	70148	6748	16714	23.8268	9.37	34.7	1.63
JAACYQ010018536.1	1	20249	1025	3718	18.3614	4.77747	35	0.763
MU013959.1	1	3273	2767	3261	99.6334	81.5115	34.9	14.9
JAACYQ010018544.1	1	3126	2164	3115	99.6481	69.7588	34.8	24.9
MU013960.1	1	3159	2128	3150	99.7151	61.0282	33.5	52.7
JAACYQ010018547.1	1	6773	783	3395	50.1255	10.6502	34.7	4.92
JAACYQ010018548.1	1	2071	1162	2071	100	51.971	32.4	57.4
MU013961.1	1	8834	66268	8735	98.8793	738.258	34.8	12.2
JAACYQ010018553.1	1	2304	289	1753	76.0851	12.1411	35.1	2.96
MU013962.1	1	1974	2356	1968	99.696	106.425	34.5	46.7
JAACYQ010018556.1	1	4133	13820	4133	100	326.95	35	34.5
JAACYQ010018557.1	1	8147	7631	8147	100	92.4103	33.9	59.8
JAACYQ010018559.1	1	5239	9325	5239	100	171.569	35	48
MU013963.1	1	7991	6178	7858	98.3356	73.6973	33.7	58.9
JAACYQ010018562.1	1	4142	7475	4142	100	179.228	34.9	57.2
MU013964.1	1	44365	300386	43822	98.7761	670.239	34.7	30.4
MU013965.1	1	7768	7620	7672	98.7642	96.5238	34.2	59.9
JAACYQ010018568.1	1	3091	595	3033	98.1236	18.5739	33.4	0.0655
JAACYQ010018570.1	1	1523	1346	1514	99.4091	62.9619	33	47.9
JAACYQ010018571.1	1	2807	2058	2678	95.4043	72.7994	33.4	57.1
JAACYQ010018572.1	1	2099	1011	2080	99.0948	44.1572	32.4	58.5
JAACYQ010018573.1	1	1016	1940	1016	100	125.834	34.7	54.1
JAACYQ010018574.1	1	1471	12815	1471	100	873.509	34.3	59.9
JAACYQ010018575.1	1	5294	309	2119	40.0264	5.28126	34.8	8.1
JAACYQ010018576.1	1	2310	4038	2310	100	173.577	35	1.21
MU013966.1	1	1710	861	1704	99.6491	46.855	32.6	58.4
JAACYQ010018579.1	1	3326	3075	3326	100	91.4973	34.1	59.7
JAACYQ010018582.1	1	1767	1185	1767	100	62.6938	33.8	58
JAACYQ010018583.1	1	1244	670	1244	100	45.3907	33.4	53.3
JAACYQ010018584.1	1	3443	3052	3443	100	81.2861	33.3	57.4
MU013967.1	1	2806	3287	2707	96.4718	91.1917	34	43
JAACYQ010018587.1	1	1832	957	1832	100	31.4727	32.3	44.6
MU013968.1	1	3427	1602	3260	95.1269	41.6034	31.9	54.6
JAACYQ010018590.1	1	1341	608	1341	100	41.7196	32.3	57.8
JAACYQ010018593.1	1	1219	14763	1219	100	1194.34	35.1	17.9
JAACYQ010018594.1	1	6518	33774	6518	100	517.457	35.3	13.5
JAACYQ010018595.1	1	1189	5368	1189	100	451.555	35.2	7.08
JAACYQ010018599.1	1	3385	3099	3385	100	67.2363	33.4	49.7
JAACYQ010018600.1	1	7185	7216	7185	100	99.8515	35.1	59.6
JAACYQ010018604.1	1	3592	6702	3592	100	184.036	35	34.2
MU013969.1	1	2901	1937	2704	93.2092	59.5946	32.8	56.5
JAACYQ010018608.1	1	3149	1418	3037	96.4433	33.5557	32.7	44.7
JAACYQ010018611.1	1	7276	6615	7276	100	89.4218	34.9	57
JAACYQ010018613.1	1	6777	8981	5903	87.1034	127.347	35	8.99
JAACYQ010018614.1	1	2240	1380	1282	57.2321	61.4286	34.9	0.128
JAACYQ010018615.1	1	1042	371	1034	99.2322	23.9299	33.2	29.7
JAACYQ010018616.1	1	3218	1889	3176	98.6948	58.4776	33.5	59.2
JAACYQ010018617.1	1	4982	32971	4982	100	655.626	35.2	17.6
MU013970.1	1	4243	2671	4134	97.4311	51.9069	33.4	37.5
JAACYQ010018625.1	1	5845	4511	5844	99.9829	75.1784	33.4	59.7
JAACYQ010018626.1	1	8663	8714	8663	100	100.025	35.1	59.3
JAACYQ010018629.1	1	3226	16063	3226	100	493.82	35	16.8
JAACYQ010018630.1	1	4120	2979	4120	100	70.0396	32.9	59.6
JAACYQ010018631.1	1	5669	5258	5498	96.9836	91.6155	34.2	59.3
JAACYQ010018632.1	1	2301	1524	2301	100	60.7106	32.7	57.3
JAACYQ010018633.1	1	3394	2382	3394	100	66.0657	34.4	56.5
JAACYQ010018634.1	1	3880	2993	3880	100	74.9817	33.2	59.7
JAACYQ010018636.1	1	2819	1943	2797	99.2196	63.1	33.3	57.9
JAACYQ010018637.1	1	9840	3335	4822	49.0041	33.1747	34.7	5.81
JAACYQ010018638.1	1	3666	2414	3663	99.9182	64.4315	34.5	59.8
JAACYQ010018640.1	1	1545	1026	1545	100	54.2382	32.7	56.2
MU013971.1	1	3384	2395	3279	96.8972	68.8088	33.5	59.5
JAACYQ010018644.1	1	1428	550	1428	100	27.1695	31.2	39.6
MU013972.1	1	17165	486	4567	26.6065	2.68954	34.9	7.96
JAACYQ010018647.1	1	1413	1093	1409	99.7169	76.9321	35.2	28.1
JAACYQ010018648.1	1	2933	2701	2793	95.2267	84.3369	34.9	24.8
JAACYQ010018649.1	1	3797	3313	3797	100	80.7092	33.5	53.9
MU013973.1	1	1880	15309	1783	94.8404	787.157	33.6	31.4
JAACYQ010018652.1	1	3729	4038	3729	100	107.038	35	52
JAACYQ010018655.1	1	4461	2785	4461	100	59.1085	32.9	58.3
MU013974.1	1	1517	97	786	51.8128	1.49703	36.1	53.2
MU013975.1	1	5505	3855	5400	98.0926	67.5524	33	58.3
JAACYQ010018661.1	1	6000	2672	2974	49.5667	43.7553	34.9	0.643
MU013976.1	1	2828	2189	2731	96.57	64.7645	32.6	47
JAACYQ010018664.1	1	1590	842	1590	100	50.6591	31.8	58.7
JAACYQ010018665.1	1	3674	7892	3674	100	204.171	34	16.4
JAACYQ010018666.1	1	6040	13134	6040	100	214.676	34.9	13.9
JAACYQ010018667.1	1	3846	1530	3807	98.986	37.1456	32.4	56.2
MU013977.1	1	9625	2080	4405	45.7662	21.0405	34.9	0.426
JAACYQ010018673.1	1	6824	8053	6812	99.8242	115.759	34.9	40.3
JAACYQ010018674.1	1	3615	2273	3615	100	60.4916	33.4	59.3
JAACYQ010018675.1	1	9265	19256	9265	100	203.407	35	27.1
JAACYQ010018677.1	1	10799	15037	10793	99.9444	138.682	35	59.5
JAACYQ010018678.1	1	2073	7547	2073	100	356.399	35.1	9
MU013978.1	1	3344	1705	3244	97.0096	46.3938	32.3	58
MU013979.1	1	1813	817	1714	94.5394	41.0392	32.2	58.3
JAACYQ010018685.1	1	3441	1527	3406	98.9829	33.8471	32.8	14.3
JAACYQ010018686.1	1	1453	2880	1453	100	203.562	34.8	56.4
JAACYQ010018687.1	1	2763	1439	2736	99.0228	47.7354	34.1	58.1
JAACYQ010018689.1	1	3247	1805	3232	99.538	47.4971	32.4	52.2
JAACYQ010018690.1	1	3349	340	825	24.6342	6.14213	33	23.8
JAACYQ010018691.1	1	10488	11419	10488	100	107.271	33.9	59.8
JAACYQ010018692.1	1	2926	1050	2839	97.0267	33.2136	32.3	57.3
JAACYQ010018695.1	1	2642	1321	2560	96.8963	47.888	32.7	59.5
JAACYQ010018696.1	1	11033	13553	11028	99.9547	122.456	35	60
MU013980.1	1	2671	726	2572	96.2935	22.8162	32.3	43.8
MU013981.1	1	1409	302	1375	97.5869	17.6047	32.1	55.5
JAACYQ010018701.1	1	2257	1153	2243	99.3797	41.0439	33.3	51.6
MU013982.1	1	3096	1978	2992	96.6408	49.9444	31.9	47.3
JAACYQ010018704.1	1	1519	739	1519	100	48.2475	32.1	59.5
MU013983.1	1	4348	232	3613	83.0957	4.35327	29.6	39.8
JAACYQ010018707.1	1	2332	1446	2332	100	48.7393	32.3	48.3
JAACYQ010018708.1	1	1592	871	1592	100	51.8945	33	49.8
JAACYQ010018709.1	1	2819	28	792	28.0951	0.289464	31.5	35
JAACYQ010018713.1	1	3929	11840	3929	100	289.819	34.2	34.3
JAACYQ010018716.1	1	4017	1352	3889	96.8135	31.9579	33.8	0.411
MU013984.1	1	7558	9811	7347	97.2083	122.882	34.9	45.1
JAACYQ010018721.1	1	1799	439	1720	95.6087	20.8916	34.8	6.77
JAACYQ010018722.1	1	10595	10456	10595	100	96.3064	35.1	51.7
MU013985.1	1	6637	4737	6480	97.6345	66.2201	33.3	57.8
JAACYQ010018725.1	1	3224	2549	3224	100	75.2764	33.5	58.6
MU013986.1	1	8762	9864	8606	98.2196	111.469	35	44.7
JAACYQ010018732.1	1	5820	2753	5741	98.6426	45.9534	33.6	3.87
JAACYQ010018733.1	1	4337	3079	4337	100	66.7092	32.8	58.5
JAACYQ010018734.1	1	2437	719	2427	99.5897	25.8314	32.8	19.1
JAACYQ010018735.1	1	11789	20548	11789	100	147.377	34.3	32.4
JAACYQ010018740.1	1	16607	942	6174	37.1771	5.21094	34.9	5.81
MU013987.1	1	4292	2582	4249	98.9981	53.3381	32.8	51.7
JAACYQ010018743.1	1	3053	6737	3053	100	217.395	34.7	29.5
JAACYQ010018744.1	1	10035	12408	10035	100	123.142	35	36.3
MU013988.1	1	6805	1093	2464	36.2087	15.3502	35	1.51
JAACYQ010018747.1	1	2657	13384	2657	100	497.155	35.1	14.5
MU013989.1	1	7947	1257	3075	38.6938	14.9667	34.5	2.22
JAACYQ010018750.1	1	14745	19602	14741	99.9729	132.288	34.8	6.9
MU013990.1	1	4168	4578	4155	99.6881	103.686	35	43.4
MU013991.1	1	1864	15900	1857	99.6245	848.934	34.5	55.3
MU013992.1	1	4746	3410	4649	97.9562	68.4979	32.8	57.4
MU013993.1	1	4452	4079	4303	96.6532	88.3877	34.3	54
JAACYQ010018762.1	1	1913	3981	1913	100	171.922	34.6	38.8
JAACYQ010018763.1	1	2933	1696	2910	99.2158	55.0665	33.5	59
JAACYQ010018764.1	1	1966	686	1964	99.8983	26.442	31.3	57.4
MU013994.1	1	3702	2825	3694	99.7839	61.9303	33.2	49.5
JAACYQ010018770.1	1	1294	278	1294	100	18.8601	31.1	33.1
JAACYQ010018771.1	1	1152	100	953	82.7257	5.26649	31.9	17.2
JAACYQ010018772.1	1	2783	2016	2695	96.8379	65.954	32.9	54.9
MU013995.1	1	3106	3378	3008	96.8448	94.039	33.6	42.4
MU013996.1	1	1809	2699	1802	99.613	146.608	34.8	12.3
MU013997.1	1	3392	5385	3298	97.2288	133.648	33.4	42.4
JAACYQ010018782.1	1	3812	4277	3812	100	107.775	34.8	46.2
JAACYQ010018784.1	1	1086	6038	1086	100	538.898	34.9	10.2
MU013998.1	1	6293	17191	6197	98.4745	268.938	35	37.2
JAACYQ010018795.1	1	4129	15216	4128	99.9758	365.341	34.6	38.2
JAACYQ010018796.1	1	5545	4511	5545	100	75.2739	33.4	56.9
JAACYQ010018799.1	1	6412	10075	6412	100	158.455	34.9	8.17
MU013999.1	1	5173	3830	5064	97.8929	63.0114	33	49.9
MU014000.1	1	6107	11284	5916	96.8724	183.074	35	3.89
JAACYQ010018811.1	1	2878	2209	2878	100	64.196	32.8	52.8
JAACYQ010018812.1	1	8097	7163	8097	100	84.4428	33.3	57.6
JAACYQ010018813.1	1	2325	1040	2325	100	40.3931	32.1	57.2
MU014001.1	1	6591	5414	6584	99.8938	71.5864	33.6	49.3
JAACYQ010018816.1	1	1484	4636	1484	100	303.198	34.3	30.3
JAACYQ010018817.1	1	7258	52291	7258	100	707.307	34.6	14.5
JAACYQ010018819.1	1	2706	1831	2702	99.8522	65.9582	34.2	4.71
MU014002.1	1	1052	12627	1046	99.4297	1193.42	35.5	2.59
JAACYQ010018823.1	1	3326	12503	3325	99.9699	370.529	34.9	10.9
JAACYQ010018824.1	1	7734	22269	7734	100	269.407	35	52.2
MU014003.1	1	5022	452	2043	40.681	7.06213	34.8	9.7
JAACYQ010018828.1	1	3306	5570	3306	100	169.757	34.8	40.3
JAACYQ010018829.1	1	3450	1421	3450	100	39.0272	32.5	28.9
JAACYQ010018831.1	1	9251	238	2549	27.5538	2.16463	33.4	7.38
JAACYQ010018832.1	1	3127	2829	3127	100	81.607	33.5	54.8
JAACYQ010018833.1	1	1734	694	1689	97.4048	24.6995	32	42.8
JAACYQ010018834.1	1	1187	6834	1186	99.9158	575.899	34.6	11.5
MU014004.1	1	3314	2224	3218	97.1032	62.3241	32.4	55.3
JAACYQ010018837.1	1	1282	13466	1282	100	1037.03	34.5	12.2
MU014005.1	1	6055	4018	5824	96.185	57.4761	33.6	48.7
JAACYQ010018844.1	1	4266	2127	4266	100	40.4271	33	57.4
MU014006.1	1	4446	2016	4281	96.2888	40.2728	32.9	53.1
MU014007.1	1	4082	38572	3987	97.6727	936.529	34.7	6.26
JAACYQ010018849.1	1	2152	5385	2151	99.9535	249.388	34.8	0.229
MU014008.1	1	5687	3030	5516	96.9931	40.1549	32.2	48.3
JAACYQ010018854.1	1	1541	1549	1541	100	75.2187	33.3	43.7
JAACYQ010018855.1	1	1199	3109	1199	100	252.918	34.4	27.5
JAACYQ010018856.1	1	2130	1256	2130	100	55.7502	32.1	59.2
JAACYQ010018857.1	1	1503	457	1502	99.9335	26.8297	32.8	57.1
JAACYQ010018858.1	1	1710	905	1710	100	45.7708	32.1	58.1
JAACYQ010018860.1	1	2175	1515	2132	98.023	60.7099	33.3	34.2
MU014009.1	1	5828	4091	5726	98.2498	64.5263	33.1	56.4
JAACYQ010018864.1	1	14569	14897	14569	100	100.247	33.7	59.8
MU014010.1	1	6758	5811	6698	99.1122	78.9049	33.7	55.4
JAACYQ010018867.1	1	8339	8727	8339	100	103.982	34.9	58.8
JAACYQ010018868.1	1	3253	3793	3252	99.9693	114.523	34.4	3.9
JAACYQ010018869.1	1	11471	6768	11471	100	56.9178	33.1	58.8
MU014011.1	1	29752	1092	8618	28.9661	3.30721	34.8	7.16
MU014012.1	1	7742	6995	7623	98.4629	67.141	32.5	27.4
JAACYQ010018877.1	1	50948	131135	50948	100	248.614	35	48
JAACYQ010018878.1	1	5654	7828	5643	99.8054	137.602	34.9	4.99
MU014013.1	1	57873	4908	16778	28.9911	7.95361	35	12.2
MU014014.1	1	12254	18191	12183	99.4206	139.799	34.5	49.3
JAACYQ010018883.1	1	3439	9901	3430	99.7383	286.896	34.9	9.69
JAACYQ010018884.1	1	1451	239	1404	96.7609	15.7484	32.9	7.96
MU014015.1	1	2907	8574	2897	99.656	286.834	34.6	27.8
JAACYQ010018887.1	1	3927	35924	3927	100	895.647	34.9	5.36
MU014016.1	1	4651	540	2347	50.4623	10.9959	34.7	8.43
JAACYQ010018891.1	1	1932	37	1130	58.4886	1.58126	35.3	8.16
JAACYQ010018892.1	1	3301	2533	3301	100	75.8667	34.1	5.89
JAACYQ010018893.1	1	11745	250	2665	22.6905	1.8166	34.7	10.5
JAACYQ010018899.1	1	2883	43845	2883	100	1506.19	35.1	15
JAACYQ010018900.1	1	4467	713	3142	70.338	15.6085	35	3.05
MU014017.1	1	4713	3306	4509	95.6715	62.463	33.7	55.6
JAACYQ010018904.1	1	4688	13438	4688	100	284.653	35.1	16.4
MU014018.1	1	6221	4975	6028	96.8976	77.6644	33.7	59.1
MU014019.1	1	3728	2382	3402	91.2554	52.7825	32.5	49.7
MU014020.1	1	2842	4836	2743	96.5165	167.847	34.5	42.6
MU014021.1	1	36328	1582	8136	22.3959	3.69528	34.9	6.79
JAACYQ010018920.1	1	3796	30499	3796	100	785.033	35.2	44.4
JAACYQ010018921.1	1	7712	9961	7712	100	131.95	34.7	54.2
MU014022.1	1	4058	1539	3831	94.4061	37.0185	34.6	1.31
MU014023.1	1	4287	403	2488	58.0359	9.3415	35.3	0.263
JAACYQ010018926.1	1	4766	1946	4632	97.1884	40.0206	34.8	1.68
JAACYQ010018927.1	1	1821	2055	1821	100	87.5113	32.2	38.5
JAACYQ010018928.1	1	10021	13814	10021	100	135.979	34.9	57.8
MU014024.1	1	11619	9314	11602	99.8537	75.0111	33.2	58.2
JAACYQ010018931.1	1	1516	74535	1516	100	4908.76	35.1	22.9
JAACYQ010018932.1	1	5663	162	2140	37.7892	1.5656	34.6	20
MU014025.1	1	62556	8623	21304	34.0559	13.3102	34.8	16.1
JAACYQ010018937.1	1	1186	1506	1186	100	100.855	34.2	43.9
MU014026.1	1	1830	884	1726	94.3169	37.9831	33.2	55.3
JAACYQ010018940.1	1	2293	1327	2262	98.6481	41.3432	32.1	42.8
JAACYQ010018941.1	1	1016	4761	1016	100	370.313	35	56.8
MU014027.1	1	11689	9877	11675	99.8802	82.1755	33.4	59.7
MU014028.1	1	5091	3503	5083	99.8429	63.8049	33.2	56.7
MU014029.1	1	3772	3601	3769	99.9205	89.8412	33.5	57.3
MU014030.1	1	3076	47151	2795	90.8648	1523.55	35.1	15.4
JAACYQ010018953.1	1	4284	6841	4284	100	147.563	34.7	53.5
JAACYQ010018956.1	1	1565	848	1565	100	51.1546	32.3	59.1
JAACYQ010018957.1	1	1012	19	465	45.9486	0.926877	34.2	20.8
JAACYQ010018958.1	1	2458	437	1803	73.3523	14.6127	35.2	6.47
JAACYQ010018959.1	1	1016	89379	1016	100	8766.2	35.1	10.7
JAACYQ010018960.1	1	2238	6241	2238	100	270.528	34.1	43.3
MU014032.1	1	2121	1386	2019	95.1909	61.6054	32.5	57.6
MU014033.1	1	4420	114190	4323	97.8054	2483.88	32.9	19.9
MU014034.1	1	3023	1485	2882	95.3358	45.1532	33.9	22.5
JAACYQ010018971.1	1	2155	7330	2155	100	338.167	34.8	41.6
JAACYQ010018974.1	1	4263	13980	4263	100	321.725	34.7	14.3
